property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
flat,219.0,3.0,3,4.0,Relatively New,1800.0,0,0,medium,0.0,low floor,2.45
flat,212.0,2.0,3,0.0,Relatively New,1100.0,0,0,medium,2.0,mid floor,1.2
flat,232.0,3.0,2,1.0,new property,1529.0,0,0,medium,2.0,mid floor,1.25
house,186.0,3.0,3,2.0,old property,909.0,0,1,high,2.0,high floor,2.2
flat,37.0,2.0,2,2.0,new property,1278.0,0,0,low,2.0,low floor,1.91
flat,262.0,2.0,2,4.0,new property,1129.0,0,0,high,2.0,high floor,0.95
flat,235.0,2.0,2,0.0,new property,1103.0,0,0,medium,1.0,mid floor,0.88
house,188.0,4.0,5,3.0,Moderately Old,3195.0,1,1,high,2.0,mid floor,7.69
flat,222.0,3.0,3,4.0,old property,2176.0,1,0,medium,2.0,high floor,1.1
house,114.0,2.0,4,3.0,Moderately Old,785.0,1,0,medium,1.0,high floor,0.9
flat,212.0,3.0,3,1.0,Relatively New,1419.0,0,0,high,2.0,low floor,1.32
flat,214.0,3.0,3,3.0,new property,1765.0,1,1,medium,1.0,high floor,1.9
flat,200.0,3.0,4,3.0,Under Construction,2077.0,0,0,medium,1.0,high floor,4.25
house,34.0,5.0,5,4.0,old property,1350.0,0,0,medium,1.0,mid floor,4.5
flat,262.0,3.0,3,0.0,Relatively New,1780.0,0,0,medium,2.0,low floor,1.2
flat,226.0,3.0,4,4.0,Relatively New,1900.0,1,0,low,2.0,high floor,2.2
house,189.0,3.0,3,3.0,Moderately Old,2000.0,1,1,medium,1.0,mid floor,4.05
house,276.0,5.0,4,4.0,Moderately Old,1548.0,1,1,high,2.0,mid floor,3.1
flat,219.0,2.0,2,4.0,Relatively New,1300.0,0,0,medium,0.0,low floor,1.55
flat,235.0,3.0,3,3.0,Relatively New,1923.0,1,0,medium,2.0,high floor,1.5
house,73.0,2.0,1,1.0,Moderately Old,500.0,0,0,medium,1.0,high floor,0.65
flat,233.0,3.0,3,4.0,new property,1674.0,0,0,medium,1.0,low floor,1.5
flat,168.0,2.0,2,3.0,Moderately Old,1100.0,0,0,high,1.0,high floor,1.1
house,134.0,4.0,5,4.0,Relatively New,2214.0,1,0,high,2.0,mid floor,5.85
flat,227.0,4.0,5,4.0,Relatively New,2535.0,0,0,medium,2.0,mid floor,1.75
house,37.0,2.0,2,1.0,old property,1450.0,0,1,medium,1.0,high floor,1.39
flat,31.0,4.0,5,4.0,Moderately Old,3406.0,1,0,high,1.0,high floor,5.5
house,288.0,1.0,1,1.0,Relatively New,52.5,0,0,medium,1.0,mid floor,0.38
flat,208.0,3.0,3,3.0,Relatively New,1995.0,1,1,medium,2.0,low floor,3.2
flat,214.0,3.0,2,2.0,Moderately Old,1078.0,0,0,medium,2.0,high floor,1.0
house,187.0,3.0,9,4.0,Relatively New,1935.0,0,1,high,2.0,high floor,5.15
flat,226.0,2.0,2,3.0,Relatively New,1223.0,0,0,high,2.0,high floor,0.88
house,263.0,4.0,3,0.0,Moderately Old,2674.0,0,0,medium,1.0,mid floor,2.0
flat,133.0,3.0,4,2.0,Relatively New,1813.0,0,0,medium,2.0,low floor,2.9
flat,240.0,3.0,3,3.0,Relatively New,1415.0,0,0,high,1.0,mid floor,0.75
house,198.0,8.0,8,4.0,Moderately Old,303.0,0,0,high,1.0,mid floor,7.25
house,114.0,1.0,1,0.0,Moderately Old,936.0,0,0,medium,1.0,mid floor,0.45
flat,233.0,3.0,2,4.0,Relatively New,1463.0,0,0,low,1.0,high floor,1.62
house,101.0,5.0,6,0.0,Moderately Old,3240.0,0,0,medium,1.0,mid floor,11.5
house,277.0,4.0,4,2.0,old property,1728.0,1,1,medium,2.0,mid floor,3.6
house,186.0,5.0,5,4.0,Moderately Old,1449.0,1,0,high,2.0,high floor,3.6
flat,207.0,2.0,2,3.0,new property,1482.0,0,0,medium,1.0,high floor,2.01
flat,240.0,1.0,1,1.0,Relatively New,336.0,0,0,medium,2.0,mid floor,0.21
flat,202.0,2.0,3,2.0,Relatively New,1520.0,0,1,high,0.0,mid floor,2.05
flat,198.0,1.0,1,2.0,old property,543.0,0,0,medium,2.0,high floor,0.45
flat,175.0,2.0,2,3.0,Moderately Old,1410.0,0,0,medium,2.0,low floor,0.75
flat,207.0,3.0,3,3.0,Moderately Old,3027.0,1,0,high,2.0,low floor,6.15
flat,235.0,3.0,3,2.0,Under Construction,1581.0,0,0,medium,2.0,high floor,1.16
flat,223.0,3.0,4,4.0,Relatively New,2031.0,1,0,medium,2.0,high floor,2.03
flat,174.0,3.0,3,4.0,Relatively New,1845.0,1,0,medium,1.0,mid floor,1.43
flat,256.0,2.0,2,1.0,Moderately Old,1000.0,0,0,medium,2.0,high floor,0.55
flat,238.0,3.0,4,3.0,Relatively New,1493.0,1,0,medium,2.0,high floor,0.92
flat,189.0,5.0,5,4.0,Moderately Old,3724.0,1,0,medium,1.0,low floor,4.52
flat,38.0,4.0,4,3.0,old property,2570.0,1,0,medium,0.0,high floor,5.25
flat,223.0,3.0,3,3.0,Relatively New,1176.0,0,1,high,2.0,low floor,1.3
flat,206.0,2.0,2,2.0,Under Construction,1372.0,0,0,medium,1.0,high floor,1.4
house,41.0,2.0,5,1.0,new property,120.0,0,0,medium,1.0,mid floor,1.25
flat,133.0,3.0,3,3.0,Relatively New,1875.0,0,0,medium,2.0,low floor,3.25
flat,240.0,3.0,2,3.0,Under Construction,1091.0,0,0,medium,1.0,mid floor,0.99
flat,223.0,2.0,4,2.0,Relatively New,1223.0,0,0,medium,2.0,high floor,1.3
house,186.0,8.0,8,4.0,Moderately Old,2385.0,0,0,high,1.0,high floor,5.5
house,151.0,4.0,4,2.0,old property,4494.0,1,1,medium,1.0,mid floor,7.2
flat,238.0,4.0,4,4.0,Relatively New,2214.0,0,0,medium,0.0,low floor,1.65
flat,174.0,3.0,3,3.0,Moderately Old,1537.0,0,0,high,2.0,high floor,0.9
flat,133.0,2.0,2,2.0,Relatively New,1250.0,0,0,medium,2.0,high floor,1.9
house,159.0,9.0,9,4.0,Moderately Old,4200.0,1,0,high,1.0,high floor,5.5
flat,238.0,3.0,3,3.0,Relatively New,1640.0,0,0,medium,0.0,high floor,1.25
house,201.0,2.0,4,1.0,Moderately Old,713.0,0,0,medium,2.0,high floor,0.75
flat,157.0,3.0,4,4.0,new property,2517.0,0,0,medium,1.0,mid floor,3.2
flat,132.0,3.0,4,4.0,Relatively New,1837.0,1,0,medium,0.0,mid floor,1.8
flat,210.0,3.0,3,2.0,new property,1551.0,0,1,high,0.0,high floor,1.8
house,227.0,4.0,4,4.0,Relatively New,3240.0,1,0,high,1.0,mid floor,7.0
flat,132.0,2.0,2,2.0,new property,622.0,0,0,medium,1.0,low floor,0.5
flat,228.0,5.0,5,4.0,Relatively New,2896.0,0,0,low,1.0,low floor,3.5
house,104.0,6.0,4,0.0,old property,4000.0,0,0,medium,1.0,high floor,5.0
flat,212.0,3.0,2,2.0,Moderately Old,1473.0,0,0,medium,1.0,low floor,0.91
house,104.0,4.0,4,4.0,Moderately Old,2400.0,1,0,medium,1.0,mid floor,4.0
flat,208.0,3.0,3,3.0,Relatively New,1920.0,0,0,high,2.0,low floor,2.85
flat,226.0,2.0,2,1.0,new property,704.0,0,0,low,2.0,low floor,0.5
flat,221.0,3.0,3,3.0,new property,1833.0,1,0,medium,1.0,low floor,2.1
house,260.0,2.0,2,1.0,Relatively New,1800.0,0,0,medium,1.0,mid floor,2.0
flat,207.0,3.0,5,4.0,Relatively New,4271.0,1,0,low,1.0,mid floor,6.15
flat,230.0,3.0,3,3.0,Relatively New,1652.0,0,0,medium,2.0,mid floor,0.92
house,49.0,3.0,2,1.0,Relatively New,1800.0,0,0,medium,1.0,mid floor,1.45
flat,191.0,3.0,2,2.0,Moderately Old,889.0,0,0,medium,1.0,high floor,0.9
flat,104.0,3.0,4,4.0,Moderately Old,1738.0,1,0,medium,2.0,high floor,1.55
flat,128.0,4.0,6,4.0,Relatively New,2729.0,1,0,high,0.0,high floor,2.36
flat,129.0,2.0,2,2.0,Under Construction,877.0,0,0,medium,1.0,low floor,1.2
flat,240.0,2.0,2,3.0,Moderately Old,905.0,0,0,medium,1.0,mid floor,0.5
flat,137.0,4.0,4,3.0,Relatively New,3077.0,1,0,medium,0.0,low floor,3.25
flat,127.0,2.0,2,2.0,Under Construction,828.0,0,0,medium,1.0,high floor,1.35
flat,207.0,3.0,3,2.0,Relatively New,1650.0,1,0,medium,0.0,high floor,2.35
flat,174.0,2.0,2,1.0,Relatively New,925.0,0,0,medium,2.0,high floor,0.38
flat,198.0,3.0,2,3.0,Relatively New,2250.0,0,0,high,0.0,high floor,2.11
flat,219.0,2.0,2,3.0,Relatively New,1300.0,0,1,medium,0.0,low floor,1.48
house,34.0,5.0,6,3.0,old property,4518.0,1,1,high,2.0,mid floor,17.0
flat,169.0,2.0,2,3.0,Relatively New,654.0,0,0,medium,1.0,high floor,0.41
flat,231.0,4.0,4,4.0,Relatively New,2500.0,1,0,high,1.0,high floor,2.05
flat,134.0,4.0,5,4.0,Relatively New,2851.0,1,0,medium,2.0,high floor,2.95
flat,262.0,2.0,2,2.0,Relatively New,913.0,0,0,medium,0.0,mid floor,0.53
house,260.0,4.0,4,2.0,old property,345.0,0,1,medium,1.0,high floor,2.43
flat,240.0,4.0,5,4.0,Moderately Old,1717.0,1,0,medium,1.0,high floor,0.95
house,188.0,4.0,4,3.0,Relatively New,360.0,1,1,high,2.0,mid floor,7.25
flat,229.0,3.0,3,2.0,Relatively New,1778.0,1,0,high,1.0,high floor,1.19
flat,245.0,2.0,2,3.0,Under Construction,1133.0,0,0,medium,2.0,mid floor,0.59
flat,139.0,2.0,2,3.0,new property,789.0,0,0,medium,2.0,high floor,0.6
flat,203.0,2.0,2,2.0,Under Construction,1150.0,0,0,medium,2.0,mid floor,1.41
flat,188.0,3.0,3,3.0,old property,2200.0,1,0,high,2.0,high floor,1.75
house,208.0,5.0,5,4.0,new property,8067.799999999999,1,1,medium,2.0,high floor,15.1
flat,262.0,2.0,2,2.0,Relatively New,528.0,0,0,medium,2.0,low floor,0.35
house,287.0,1.0,1,0.0,Moderately Old,394.0,0,0,medium,1.0,high floor,0.37
flat,184.0,3.0,4,4.0,Moderately Old,2222.0,1,0,high,1.0,high floor,2.75
house,187.0,9.0,9,4.0,Relatively New,4650.0,1,0,high,0.0,high floor,5.25
flat,211.0,2.0,2,3.0,new property,1311.0,0,0,medium,1.0,low floor,1.0
flat,216.0,2.0,2,2.0,Moderately Old,1084.0,0,0,high,0.0,high floor,0.95
flat,125.0,3.0,3,4.0,Moderately Old,1946.0,1,0,medium,1.0,high floor,0.85
flat,196.0,3.0,3,4.0,old property,2558.0,0,0,high,2.0,mid floor,3.25
flat,229.0,3.0,3,2.0,Relatively New,1792.0,1,0,medium,2.0,mid floor,1.25
flat,63.0,3.0,3,3.0,Moderately Old,1188.0,0,0,medium,1.0,high floor,1.6
house,37.0,4.0,4,4.0,Relatively New,2430.0,1,1,high,0.0,mid floor,8.4
house,73.0,5.0,4,3.0,Under Construction,146.0,0,0,medium,1.0,high floor,0.8
flat,211.0,2.0,2,3.0,Relatively New,889.0,0,0,medium,1.0,low floor,1.0
flat,139.0,4.0,5,4.0,Relatively New,2670.0,1,0,medium,2.0,low floor,3.4
flat,128.0,2.0,3,3.0,Relatively New,1613.0,1,0,high,2.0,high floor,0.93
house,215.0,3.0,3,4.0,Relatively New,1611.0,0,0,high,0.0,mid floor,1.18
flat,204.0,5.0,7,3.0,Relatively New,4990.0,1,0,high,0.0,high floor,10.75
flat,198.0,3.0,3,4.0,Moderately Old,1810.0,1,0,high,1.0,high floor,1.55
house,19.0,4.0,4,0.0,Moderately Old,2222.0,0,0,medium,1.0,mid floor,0.7
flat,242.0,3.0,3,1.0,Relatively New,2000.0,0,0,medium,2.0,low floor,0.9
flat,226.0,3.0,3,2.0,Relatively New,1800.0,1,0,high,0.0,high floor,2.45
flat,211.0,2.0,2,3.0,Under Construction,1127.0,0,0,medium,2.0,high floor,0.92
flat,212.0,3.0,3,1.0,Relatively New,1376.0,0,0,medium,0.0,low floor,1.4
flat,245.0,2.0,2,1.0,Relatively New,498.0,0,0,medium,2.0,high floor,0.27
flat,214.0,4.0,5,4.0,Moderately Old,2114.0,1,0,high,2.0,high floor,2.0
flat,220.0,2.0,2,1.0,Under Construction,844.0,0,0,medium,2.0,high floor,0.5
flat,129.0,1.0,1,1.0,Relatively New,301.0,0,0,medium,2.0,high floor,0.2
flat,131.0,3.0,3,4.0,Under Construction,2224.0,1,0,medium,1.0,high floor,3.2
flat,214.0,3.0,5,3.0,Relatively New,1527.0,1,0,medium,1.0,low floor,1.63
flat,210.0,3.0,3,2.0,Under Construction,1346.0,0,0,medium,1.0,high floor,2.0
flat,223.0,2.0,2,3.0,new property,1423.0,0,0,medium,1.0,high floor,1.29
flat,223.0,2.0,2,3.0,Relatively New,1383.0,0,0,medium,1.0,mid floor,1.25
house,128.0,4.0,3,4.0,Under Construction,4000.0,0,0,medium,2.0,low floor,3.25
flat,250.0,2.0,2,3.0,Under Construction,1448.0,0,0,medium,2.0,low floor,1.4
flat,198.0,3.0,3,4.0,Moderately Old,1719.0,0,0,high,0.0,mid floor,1.45
flat,231.0,3.0,4,2.0,Relatively New,1900.0,1,0,high,0.0,high floor,1.25
house,224.0,2.0,2,2.0,Moderately Old,585.0,0,0,medium,1.0,mid floor,0.59
flat,189.0,4.0,4,4.0,Moderately Old,2157.0,1,0,medium,2.0,high floor,2.9
flat,207.0,2.0,2,4.0,Relatively New,1433.0,0,0,medium,1.0,low floor,2.15
flat,204.0,4.0,4,4.0,Relatively New,4200.0,1,0,high,2.0,low floor,7.56
flat,229.0,2.0,2,2.0,Relatively New,1199.0,0,0,high,1.0,high floor,0.75
flat,207.0,3.0,4,4.0,Relatively New,1833.0,1,0,low,0.0,mid floor,2.29
flat,244.0,4.0,4,4.0,new property,2835.0,0,0,medium,2.0,mid floor,1.9
flat,206.0,3.0,3,4.0,Under Construction,2667.0,0,0,medium,2.0,mid floor,3.7
house,266.0,9.0,9,4.0,Moderately Old,5000.0,1,1,high,2.0,high floor,9.25
house,262.0,2.0,3,2.0,new property,1053.0,0,0,high,2.0,mid floor,1.5
flat,127.0,3.0,3,3.0,Relatively New,1315.0,1,0,medium,2.0,low floor,1.54
flat,3.0,4.0,3,3.0,Relatively New,3150.0,0,0,medium,1.0,high floor,2.7
house,266.0,10.0,10,4.0,Moderately Old,7500.0,1,0,high,2.0,high floor,9.35
flat,217.0,3.0,4,4.0,Relatively New,2140.0,1,0,high,0.0,low floor,3.21
flat,139.0,4.0,5,4.0,Relatively New,2700.0,1,0,high,1.0,high floor,3.5
flat,232.0,3.0,3,3.0,Relatively New,1715.0,1,0,high,1.0,low floor,1.3
flat,133.0,2.0,2,1.0,Moderately Old,1468.0,0,0,medium,1.0,high floor,0.7
flat,129.0,4.0,4,4.0,Relatively New,2303.0,1,0,medium,1.0,high floor,2.55
flat,134.0,3.0,3,3.0,new property,1466.0,0,0,medium,1.0,high floor,1.75
flat,226.0,4.0,4,4.0,Relatively New,6268.0,1,0,high,0.0,low floor,4.7
flat,11.0,3.0,2,1.0,Relatively New,1000.0,0,0,medium,1.0,high floor,0.4
house,275.0,7.0,8,4.0,old property,9000.0,1,1,high,1.0,high floor,11.5
flat,217.0,4.0,4,4.0,new property,4000.0,1,0,high,0.0,mid floor,6.75
flat,168.0,3.0,4,1.0,Relatively New,1421.0,1,0,medium,1.0,mid floor,1.55
flat,231.0,2.0,2,2.0,Relatively New,1250.0,0,0,high,0.0,high floor,0.67
flat,132.0,2.0,2,1.0,Relatively New,494.0,0,0,medium,2.0,low floor,0.5
flat,127.0,3.0,3,3.0,Relatively New,1300.0,1,0,medium,1.0,high floor,1.45
flat,226.0,3.0,3,0.0,Relatively New,1780.0,0,0,medium,1.0,high floor,0.9
house,209.0,3.0,3,3.0,Moderately Old,278.0,0,0,medium,1.0,mid floor,1.85
flat,146.0,4.0,3,3.0,old property,1444.0,0,0,high,2.0,high floor,1.4
flat,209.0,3.0,3,3.0,Relatively New,1853.0,0,1,low,0.0,mid floor,2.8
flat,11.0,2.0,2,1.0,Relatively New,600.0,0,0,medium,2.0,high floor,0.28
flat,238.0,3.0,3,3.0,Relatively New,1557.0,0,0,medium,2.0,low floor,1.25
flat,129.0,3.0,3,4.0,Relatively New,2217.0,1,0,high,0.0,low floor,2.49
flat,238.0,2.0,2,3.0,old property,1199.0,0,0,medium,2.0,high floor,0.64
house,258.0,5.0,4,3.0,old property,1850.0,0,1,medium,1.0,mid floor,2.5
flat,177.0,5.0,4,3.0,old property,3556.0,1,0,low,1.0,high floor,2.0
flat,219.0,2.0,2,1.0,new property,1556.0,0,0,medium,1.0,high floor,1.5
flat,221.0,2.0,2,2.0,Relatively New,1180.0,0,0,high,0.0,high floor,0.75
flat,128.0,2.0,2,2.0,Relatively New,1222.0,0,0,medium,1.0,mid floor,0.9
flat,171.0,1.0,1,1.0,Relatively New,600.0,0,0,medium,1.0,high floor,0.5
house,114.0,10.0,5,4.0,old property,900.0,0,0,medium,1.0,high floor,9.0
flat,209.0,1.0,1,1.0,Relatively New,826.0,0,0,medium,1.0,low floor,1.0
flat,157.0,2.0,2,2.0,Under Construction,1249.0,0,0,medium,2.0,low floor,1.75
house,10.0,3.0,3,0.0,old property,210.0,0,0,medium,1.0,mid floor,1.5
flat,214.0,3.0,3,0.0,Relatively New,1565.0,0,0,medium,1.0,high floor,9.0
flat,196.0,3.0,3,3.0,Moderately Old,1382.0,0,0,medium,1.0,mid floor,5.7
house,197.0,6.0,4,3.0,old property,2700.0,1,0,high,1.0,high floor,5.6
flat,133.0,4.0,4,4.0,Relatively New,2500.0,1,0,high,0.0,high floor,2.0
flat,239.0,2.0,2,2.0,Relatively New,1186.0,0,0,low,2.0,low floor,0.9
flat,101.0,3.0,3,4.0,Moderately Old,2400.0,1,0,medium,0.0,high floor,2.7
flat,212.0,2.0,1,1.0,Relatively New,667.0,0,0,medium,1.0,low floor,0.6
house,168.0,3.0,2,0.0,Relatively New,900.0,0,0,medium,1.0,mid floor,0.85
flat,208.0,3.0,4,3.0,Relatively New,1920.0,1,0,high,2.0,high floor,2.8
house,199.0,9.0,9,4.0,new property,2660.0,1,0,high,2.0,high floor,6.25
house,241.0,3.0,2,1.0,Relatively New,1152.0,0,0,medium,2.0,high floor,1.3
house,36.0,10.0,9,4.0,Relatively New,5018.0,0,0,low,1.0,high floor,1.9
flat,131.0,1.0,1,1.0,Relatively New,567.0,0,0,medium,0.0,high floor,0.39
flat,126.0,3.0,3,4.0,Moderately Old,1900.0,1,0,medium,2.0,mid floor,0.81
flat,231.0,3.0,4,3.0,Moderately Old,1450.0,1,0,high,0.0,high floor,1.77
flat,129.0,4.0,4,4.0,Relatively New,2851.0,1,0,medium,0.0,high floor,2.65
flat,230.0,2.0,2,2.0,new property,565.0,0,0,high,1.0,high floor,0.41
flat,240.0,4.0,5,4.0,Relatively New,2453.0,1,0,high,2.0,low floor,2.0
flat,226.0,3.0,3,4.0,Relatively New,1650.0,1,0,low,1.0,low floor,2.4
house,74.0,2.0,1,1.0,Moderately Old,624.0,0,1,medium,1.0,mid floor,0.47
flat,230.0,2.0,2,3.0,new property,1222.0,0,0,medium,1.0,high floor,0.85
flat,175.0,2.0,2,2.0,Relatively New,1276.0,0,0,medium,2.0,mid floor,1.17
flat,209.0,3.0,4,3.0,Relatively New,2225.0,1,1,high,0.0,low floor,3.5
flat,215.0,3.0,3,3.0,Relatively New,1600.0,0,0,medium,2.0,low floor,1.82
house,277.0,6.0,6,4.0,old property,2700.0,1,1,medium,2.0,high floor,6.21
flat,208.0,2.0,3,3.0,Relatively New,1330.0,1,0,high,2.0,mid floor,1.5
house,104.0,5.0,5,2.0,old property,4550.0,0,0,low,2.0,mid floor,5.7
flat,223.0,2.0,2,3.0,new property,1385.0,0,0,medium,1.0,high floor,0.95
flat,171.0,1.0,1,1.0,Relatively New,319.0,0,0,high,2.0,high floor,0.37
flat,87.0,4.0,5,4.0,old property,2200.0,1,0,low,0.0,high floor,2.75
flat,192.0,4.0,4,0.0,Moderately Old,3395.0,0,0,medium,1.0,high floor,6.75
flat,133.0,3.0,3,3.0,Relatively New,1500.0,1,0,medium,0.0,mid floor,1.25
flat,38.0,3.0,3,1.0,old property,1233.0,0,1,high,2.0,mid floor,2.1
house,103.0,2.0,4,0.0,old property,900.0,0,0,medium,1.0,mid floor,0.8
flat,210.0,4.0,4,3.0,new property,1991.0,0,0,high,2.0,high floor,1.9
house,164.0,2.0,4,1.0,Moderately Old,981.0,0,0,medium,1.0,mid floor,0.8
house,168.0,6.0,6,4.0,Moderately Old,546.0,0,0,high,1.0,high floor,9.5
flat,125.0,4.0,4,4.0,Moderately Old,1956.0,0,0,low,1.0,high floor,2.01
flat,216.0,1.0,1,2.0,Relatively New,450.0,0,0,medium,2.0,mid floor,0.37
flat,132.0,3.0,4,4.0,Relatively New,2137.0,1,0,medium,2.0,high floor,1.4
flat,212.0,3.0,4,2.0,Relatively New,1674.0,0,0,medium,0.0,mid floor,1.76
flat,238.0,4.0,4,4.0,Moderately Old,2139.0,1,1,medium,1.0,high floor,1.42
house,11.0,3.0,4,2.0,Relatively New,900.0,0,0,medium,1.0,mid floor,1.0
house,40.0,2.0,2,0.0,Relatively New,80.0,0,0,medium,1.0,mid floor,0.48
flat,127.0,2.0,2,1.0,Under Construction,817.0,0,0,medium,2.0,high floor,1.1
flat,221.0,3.0,4,4.0,new property,1582.0,1,0,high,1.0,high floor,1.9
flat,215.0,4.0,3,3.0,new property,2111.0,0,1,medium,0.0,mid floor,1.9
flat,196.0,3.0,3,4.0,Moderately Old,2100.0,1,0,high,0.0,high floor,1.75
flat,221.0,4.0,4,4.0,Relatively New,1800.0,1,0,low,1.0,mid floor,1.55
flat,230.0,2.0,2,1.0,Relatively New,1149.0,0,0,medium,1.0,high floor,1.2
flat,232.0,3.0,4,4.0,Moderately Old,1740.0,1,0,medium,2.0,low floor,1.28
flat,228.0,3.0,2,3.0,Relatively New,1667.0,0,0,high,2.0,mid floor,1.25
flat,231.0,2.0,2,2.0,Relatively New,1075.0,0,0,medium,1.0,high floor,0.69
flat,217.0,3.0,3,4.0,Relatively New,2000.0,1,0,high,0.0,high floor,3.3
flat,230.0,2.0,2,3.0,Relatively New,1457.0,0,0,high,0.0,high floor,1.2
flat,221.0,3.0,3,3.0,Relatively New,1822.0,0,0,medium,1.0,low floor,1.2
flat,196.0,3.0,4,4.0,Moderately Old,1785.0,1,0,low,0.0,high floor,4.85
house,105.0,3.0,4,2.0,Moderately Old,900.0,0,0,medium,1.0,mid floor,0.4
flat,227.0,2.0,2,2.0,Relatively New,1294.0,0,0,high,0.0,low floor,0.86
flat,250.0,3.0,3,4.0,new property,1697.0,0,0,high,1.0,high floor,1.7
flat,214.0,2.0,2,2.0,Relatively New,1500.0,0,0,medium,2.0,high floor,1.15
flat,262.0,2.0,2,1.0,new property,743.0,0,0,medium,1.0,high floor,0.2
flat,223.0,3.0,3,3.0,Relatively New,1154.0,0,0,medium,0.0,low floor,1.1
flat,226.0,3.0,3,3.0,Relatively New,1650.0,0,0,high,0.0,high floor,1.45
house,134.0,4.0,5,4.0,Relatively New,7000.0,0,0,high,2.0,mid floor,6.3
flat,245.0,2.0,2,3.0,new property,1368.0,0,0,medium,2.0,high floor,1.1
flat,228.0,3.0,3,3.0,Moderately Old,1668.0,0,0,medium,1.0,low floor,1.87
flat,209.0,3.0,3,3.0,Relatively New,1852.0,0,0,high,1.0,mid floor,2.98
house,195.0,5.0,5,4.0,Moderately Old,2646.0,0,0,high,1.0,mid floor,4.65
house,166.0,2.0,1,0.0,Moderately Old,140.0,0,0,medium,1.0,mid floor,8.0
flat,189.0,5.0,4,4.0,Relatively New,3219.0,1,0,medium,1.0,low floor,4.16
flat,215.0,3.0,3,4.0,Relatively New,2150.0,0,0,medium,1.0,low floor,2.75
flat,226.0,3.0,3,4.0,Relatively New,1600.0,1,0,low,1.0,low floor,2.25
flat,262.0,2.0,2,1.0,new property,650.0,0,0,medium,2.0,low floor,0.3
house,98.0,3.0,2,2.0,old property,120.0,0,0,medium,1.0,mid floor,1.0
house,28.0,3.0,6,2.0,Relatively New,950.0,1,0,medium,1.0,mid floor,0.85
flat,141.0,3.0,3,3.0,Relatively New,1806.0,0,0,medium,2.0,low floor,2.0
flat,141.0,3.0,4,4.0,Relatively New,2217.0,1,0,high,1.0,high floor,2.7
flat,141.0,2.0,2,3.0,new property,1350.0,0,0,medium,0.0,high floor,1.38
flat,221.0,3.0,3,3.0,Relatively New,1600.0,0,0,medium,1.0,high floor,1.05
flat,128.0,3.0,3,4.0,Under Construction,1741.0,0,0,medium,2.0,high floor,1.5
flat,202.0,2.0,3,2.0,Relatively New,1403.0,0,0,medium,2.0,high floor,2.5
flat,198.0,3.0,3,4.0,Moderately Old,2131.0,0,0,high,0.0,high floor,1.65
flat,139.0,4.0,5,4.0,Relatively New,2670.0,1,0,medium,2.0,high floor,3.45
flat,207.0,2.0,2,2.0,Relatively New,812.0,0,0,medium,2.0,high floor,1.3
flat,235.0,2.0,2,2.0,Under Construction,804.0,0,0,medium,2.0,mid floor,0.95
flat,256.0,3.0,3,2.0,Relatively New,1361.0,0,0,medium,2.0,mid floor,0.74
flat,214.0,2.0,2,3.0,Relatively New,1222.0,0,0,medium,1.0,high floor,1.25
flat,189.0,3.0,3,3.0,Relatively New,1840.0,0,0,medium,1.0,low floor,2.23
flat,229.0,4.0,4,3.0,Moderately Old,1970.0,1,0,medium,2.0,low floor,1.25
flat,223.0,3.0,4,4.0,Relatively New,2629.0,1,0,high,0.0,mid floor,2.0
flat,188.0,4.0,5,3.0,Moderately Old,2167.0,0,0,high,1.0,mid floor,2.5
flat,209.0,3.0,4,3.0,Relatively New,2123.0,1,0,high,2.0,low floor,3.4
house,11.0,2.0,1,0.0,Relatively New,500.0,0,0,medium,1.0,mid floor,0.4
flat,240.0,3.0,2,3.0,new property,1661.0,0,0,medium,1.0,mid floor,0.99
flat,231.0,3.0,3,2.0,Relatively New,1825.0,0,0,medium,1.0,low floor,1.75
flat,141.0,3.0,3,3.0,new property,2599.0,1,0,medium,0.0,high floor,2.78
flat,222.0,2.0,2,1.0,Moderately Old,1115.0,0,1,medium,2.0,high floor,0.62
flat,212.0,4.0,5,4.0,Relatively New,2172.0,1,0,high,0.0,high floor,1.92
flat,189.0,3.0,4,3.0,Relatively New,2061.0,0,0,medium,1.0,mid floor,2.38
house,104.0,4.0,4,2.0,old property,1557.0,0,0,medium,1.0,high floor,2.5
flat,132.0,4.0,5,4.0,Relatively New,2505.0,1,0,medium,2.0,high floor,1.7
flat,196.0,3.0,3,3.0,Moderately Old,1900.0,1,0,high,2.0,high floor,1.55
flat,228.0,4.0,4,3.0,Under Construction,3902.0,1,1,high,2.0,high floor,2.91
house,277.0,3.0,3,3.0,Moderately Old,1700.0,0,1,high,2.0,mid floor,4.75
flat,262.0,2.0,2,3.0,Relatively New,1148.0,0,0,medium,2.0,high floor,0.73
flat,127.0,3.0,3,4.0,Relatively New,1644.0,0,0,medium,2.0,mid floor,2.04
flat,133.0,3.0,3,3.0,Relatively New,1460.0,0,0,medium,1.0,low floor,2.45
flat,175.0,3.0,3,2.0,Under Construction,1450.0,0,0,medium,2.0,mid floor,1.07
flat,188.0,3.0,3,4.0,Relatively New,2000.0,1,0,high,0.0,high floor,2.7
flat,235.0,2.0,2,2.0,new property,1371.0,0,0,medium,1.0,mid floor,0.97
flat,250.0,3.0,3,3.0,Under Construction,1619.0,0,0,medium,1.0,low floor,1.7
